task_id,candidate_id,agent_id,validator_family,selection_status,selection_reason,exclusion_reason,selected_before_l2,gold_patch_available,gold_patch_l2_status,candidate_l1_status,candidate_l2_status,candidate_l2_reason,bundle_path
pydata__xarray-4075,d91ca376-8976-5a75-a6b8-b09ed614e7d9,sweagent,augmented_unit_tests,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,fail,fail,L2_AUG_TESTS_FAIL,runs/released/l2_verified_flagship_v1/results_astropy/sweagent__pydata__xarray-4075__astropy
pydata__xarray-4075,198763ac-c9bc-53ca-8b8a-43e6e301e2f2,gru,targeted_regression,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,fail,fail,L2_REGRESSION_FAIL,runs/released/l2_verified_flagship_v1/results_regression_fail/gru__pydata__xarray-4075__regressionfail
pydata__xarray-4075,c104fe3e-c2dc-5fb2-9350-616c4cae50e7,honeycomb,targeted_regression,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,fail,fail,L2_REGRESSION_FAIL,runs/released/l2_verified_flagship_v1/results_regression_fail/honeycomb__pydata__xarray-4075__regressionfail
pydata__xarray-4075,d91ca376-8976-5a75-a6b8-b09ed614e7d9,sweagent,targeted_regression,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,fail,fail,L2_REGRESSION_FAIL,runs/released/l2_verified_flagship_v1/results_regression_fail/sweagent__pydata__xarray-4075__regressionfail
pydata__xarray-4629,60265503-6ff5-519a-aea3-e80f4e41334e,gru,augmented_unit_tests,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,fail,fail,L2_AUG_TESTS_FAIL,runs/released/l2_verified_flagship_v1/results_astropy/gru__pydata__xarray-4629__astropy
pydata__xarray-4629,ecd386dd-8921-5fdd-a5dc-aa98241dfccd,honeycomb,augmented_unit_tests,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,fail,fail,L2_AUG_TESTS_FAIL,runs/released/l2_verified_flagship_v1/results_astropy/honeycomb__pydata__xarray-4629__astropy
pydata__xarray-4629,f4520c6c-d0ec-599b-a56f-89bd9351e8d1,sweagent,augmented_unit_tests,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,fail,fail,L2_AUG_TESTS_FAIL,runs/released/l2_verified_flagship_v1/results_astropy/sweagent__pydata__xarray-4629__astropy
pydata__xarray-4629,60265503-6ff5-519a-aea3-e80f4e41334e,gru,targeted_regression,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,fail,fail,L2_REGRESSION_FAIL,runs/released/l2_verified_flagship_v1/results_regression_fail/gru__pydata__xarray-4629__regressionfail
pydata__xarray-4629,ecd386dd-8921-5fdd-a5dc-aa98241dfccd,honeycomb,targeted_regression,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,fail,fail,L2_REGRESSION_FAIL,runs/released/l2_verified_flagship_v1/results_regression_fail/honeycomb__pydata__xarray-4629__regressionfail
pydata__xarray-4629,f4520c6c-d0ec-599b-a56f-89bd9351e8d1,sweagent,targeted_regression,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,fail,fail,L2_REGRESSION_FAIL,runs/released/l2_verified_flagship_v1/results_regression_fail/sweagent__pydata__xarray-4629__regressionfail
pylint-dev__pylint-6903,4613ca31-4e7b-5ef0-a215-f2311a674f6c,gru,augmented_unit_tests,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,fail,fail,L2_AUG_TESTS_FAIL,runs/released/l2_verified_flagship_v1/results_astropy/gru__pylint-dev__pylint-6903__astropy
pylint-dev__pylint-6903,e09b20a8-ae09-51f5-b332-a04bd3227628,honeycomb,augmented_unit_tests,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,fail,fail,L2_AUG_TESTS_FAIL,runs/released/l2_verified_flagship_v1/results_astropy/honeycomb__pylint-dev__pylint-6903__astropy
pylint-dev__pylint-6903,2cecdd4d-67c4-5069-b662-337be1952f90,sweagent,augmented_unit_tests,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,fail,fail,L2_AUG_TESTS_FAIL,runs/released/l2_verified_flagship_v1/results_astropy/sweagent__pylint-dev__pylint-6903__astropy
pylint-dev__pylint-6903,4613ca31-4e7b-5ef0-a215-f2311a674f6c,gru,targeted_regression,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,fail,fail,L2_REGRESSION_FAIL,runs/released/l2_verified_flagship_v1/results_regression_fail/gru__pylint-dev__pylint-6903__regressionfail
pylint-dev__pylint-6903,e09b20a8-ae09-51f5-b332-a04bd3227628,honeycomb,targeted_regression,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,fail,fail,L2_REGRESSION_FAIL,runs/released/l2_verified_flagship_v1/results_regression_fail/honeycomb__pylint-dev__pylint-6903__regressionfail
pylint-dev__pylint-6903,2cecdd4d-67c4-5069-b662-337be1952f90,sweagent,targeted_regression,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,fail,fail,L2_REGRESSION_FAIL,runs/released/l2_verified_flagship_v1/results_regression_fail/sweagent__pylint-dev__pylint-6903__regressionfail
pylint-dev__pylint-7277,36cf7a76-9e95-59e7-92fb-70c314f2205a,gru,augmented_unit_tests,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,pass,fail,L2_AUG_TESTS_FAIL,runs/released/l2_verified_flagship_v1/results_astropy/gru__pylint-dev__pylint-7277__astropy
pylint-dev__pylint-7277,f5aa3745-bec2-58af-9da3-d72947a411a1,honeycomb,augmented_unit_tests,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,pass,fail,L2_AUG_TESTS_FAIL,runs/released/l2_verified_flagship_v1/results_astropy/honeycomb__pylint-dev__pylint-7277__astropy
pylint-dev__pylint-7277,83f1517c-d4cf-58b5-9265-febeec2b8dc2,sweagent,augmented_unit_tests,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,pass,fail,L2_AUG_TESTS_FAIL,runs/released/l2_verified_flagship_v1/results_astropy/sweagent__pylint-dev__pylint-7277__astropy
pylint-dev__pylint-7277,36cf7a76-9e95-59e7-92fb-70c314f2205a,gru,targeted_regression,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,pass,fail,L2_REGRESSION_FAIL,runs/released/l2_verified_flagship_v1/results_regression_fail/gru__pylint-dev__pylint-7277__regressionfail
pylint-dev__pylint-7277,f5aa3745-bec2-58af-9da3-d72947a411a1,honeycomb,targeted_regression,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,pass,fail,L2_REGRESSION_FAIL,runs/released/l2_verified_flagship_v1/results_regression_fail/honeycomb__pylint-dev__pylint-7277__regressionfail
pylint-dev__pylint-7277,83f1517c-d4cf-58b5-9265-febeec2b8dc2,sweagent,targeted_regression,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,pass,fail,L2_REGRESSION_FAIL,runs/released/l2_verified_flagship_v1/results_regression_fail/sweagent__pylint-dev__pylint-7277__regressionfail
sphinx-doc__sphinx-9698,2342dcfd-05f1-5eed-815c-38322096db3e,gru,augmented_unit_tests,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,pass,fail,L2_AUG_TESTS_FAIL,runs/released/l2_verified_flagship_v1/results_astropy/gru__sphinx-doc__sphinx-9698__astropy
sphinx-doc__sphinx-9698,b0a3f6fa-7055-58b8-8912-fe216fe0bfba,honeycomb,augmented_unit_tests,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,pass,fail,L2_AUG_TESTS_FAIL,runs/released/l2_verified_flagship_v1/results_astropy/honeycomb__sphinx-doc__sphinx-9698__astropy
sphinx-doc__sphinx-9698,c2cab6db-e092-55c4-92aa-7e0b2cca70fd,sweagent,augmented_unit_tests,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,pass,fail,L2_AUG_TESTS_FAIL,runs/released/l2_verified_flagship_v1/results_astropy/sweagent__sphinx-doc__sphinx-9698__astropy
sphinx-doc__sphinx-9698,2342dcfd-05f1-5eed-815c-38322096db3e,gru,targeted_regression,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,pass,fail,L2_REGRESSION_FAIL,runs/released/l2_verified_flagship_v1/results_regression_fail/gru__sphinx-doc__sphinx-9698__regressionfail
sphinx-doc__sphinx-9698,b0a3f6fa-7055-58b8-8912-fe216fe0bfba,honeycomb,targeted_regression,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,pass,fail,L2_REGRESSION_FAIL,runs/released/l2_verified_flagship_v1/results_regression_fail/honeycomb__sphinx-doc__sphinx-9698__regressionfail
sphinx-doc__sphinx-9698,c2cab6db-e092-55c4-92aa-7e0b2cca70fd,sweagent,targeted_regression,selected,Deterministic twin-family expansion from agent_panel_verified_flagship_v1 base rows (fixed before L2).,,true,true,fail,pass,fail,L2_REGRESSION_FAIL,runs/released/l2_verified_flagship_v1/results_regression_fail/sweagent__sphinx-doc__sphinx-9698__regressionfail
